id,owner,secret,ispublic,license,dateupload,datetaken,ownername,latitude,longitude,accuracy,encounter_id,image_url
9017696545,35340460@N05,cf3327d954,1,0,1370977140,2013-05-14 12:44:45,fallingstill,,,0,flickr_e161907b,https://live.staticflickr.com/8552/9017696545_80dc757634_k.jpg
9017789005,49399018@N00,a0166ea9a1,1,4,1370979688,2013-06-04 22:20:31,amanderson2,,,0,flickr_40d813c0,https://live.staticflickr.com/3750/9017789005_cd7799d745_o.jpg
9034096417,97403099@N05,7bd4128aba,1,0,1371150200,2010-08-08 16:15:56,johndavison4,,,0,flickr_fe09c7ee,https://live.staticflickr.com/2815/9034096417_17daac97df_o.jpg
9113098885,33485829@N07,9752bc06a9,1,0,1371979101,2012-08-23 16:34:12,Martin Farrell,,,0,flickr_0efae857,https://live.staticflickr.com/7338/9113098885_2d63ea91e9_h.jpg
9113103877,33485829@N07,5f7ecbd253,1,0,1371979099,2012-08-23 16:30:34,Martin Farrell,,,0,flickr_0efae857,https://live.staticflickr.com/7314/9113103877_e1b8b677c6_h.jpg
9115243690,33485829@N07,d6729cc938,1,0,1371979105,2012-08-23 16:41:28,Martin Farrell,,,0,flickr_0efae857,https://live.staticflickr.com/5546/9115243690_8c092557f1_h.jpg
9115316486,33485829@N07,e3a99f9e36,1,0,1371979104,2012-08-23 16:40:47,Martin Farrell,,,0,flickr_0efae857,https://live.staticflickr.com/5443/9115316486_98f345accb_h.jpg
9115317706,33485829@N07,d416741a23,1,0,1371979103,2012-08-23 16:40:12,Martin Farrell,,,0,flickr_0efae857,https://live.staticflickr.com/3767/9115317706_5a0cae6067_h.jpg
9115319310,33485829@N07,d18ebb4870,1,0,1371979102,2012-08-23 16:38:41,Martin Farrell,,,0,flickr_0efae857,https://live.staticflickr.com/7435/9115319310_ddf7bf208d_h.jpg
9115326372,33485829@N07,88022698cb,1,0,1371979099,2012-08-23 16:31:10,Martin Farrell,,,0,flickr_0efae857,https://live.staticflickr.com/2853/9115326372_12302b25be_h.jpg
9143397119,92091770@N00,f95b0723a9,1,0,1372269310,2013-03-03 04:12:37,rasputina2,,,0,flickr_11d6d078,https://live.staticflickr.com/3819/9143397119_82c2c7c304_k.jpg
9186607003,8579438@N02,4918686ab1,1,2,1372726664,2013-06-29 08:10:22,finleyman12000,,,0,flickr_a2f17b0a,https://live.staticflickr.com/3762/9186607003_d82624648b_k.jpg
9207785341,53151520@N05,f60f6044c2,1,0,1372958697,2013-06-20 12:13:28,Naturetrek Wildlife Holidays,,,0,flickr_31bfc1c7,https://live.staticflickr.com/7385/9207785341_f60f6044c2_z.jpg
9210560498,53151520@N05,f02da8c48d,1,0,1372958701,2013-06-21 13:27:56,Naturetrek Wildlife Holidays,,,0,flickr_aedb0546,https://live.staticflickr.com/3727/9210560498_f02da8c48d_z.jpg
9210562280,53151520@N05,8dbb106620,1,0,1372958700,2013-06-20 11:41:10,Naturetrek Wildlife Holidays,,,0,flickr_954f2c6a,https://live.staticflickr.com/3740/9210562280_8dbb106620_z.jpg
9210564218,53151520@N05,fdf3c49c58,1,0,1372958698,2013-06-21 12:37:47,Naturetrek Wildlife Holidays,,,0,flickr_4cbc5445,https://live.staticflickr.com/5537/9210564218_fdf3c49c58_z.jpg
9257009629,98054041@N07,fa57313302,1,0,1373507236,2013-06-19 11:31:09,sand_cert,,,0,flickr_79432816,https://live.staticflickr.com/5549/9257009629_fa57313302_b.jpg
9280463730,61278305@N00,4c18128e8e,1,3,1373756624,2013-06-27 17:03:17,jimmywayne,,,0,flickr_0a78a94f,https://live.staticflickr.com/5445/9280463730_4808183c61_3k.jpg
9280466012,61278305@N00,a3e960a417,1,3,1373756624,2013-06-27 17:03:23,jimmywayne,,,0,flickr_0a78a94f,https://live.staticflickr.com/7347/9280466012_578ff7250a_3k.jpg
9280468752,61278305@N00,17a3f4a291,1,3,1373756625,2013-06-27 17:04:18,jimmywayne,,,0,flickr_0a78a94f,https://live.staticflickr.com/7411/9280468752_ffc870b78f_3k.jpg
9280469526,61278305@N00,b2fd0530b4,1,3,1373756625,2013-06-27 17:04:27,jimmywayne,,,0,flickr_0a78a94f,https://live.staticflickr.com/7298/9280469526_5a9d237222_3k.jpg
9300539392,41134504@N00,9834161901,1,0,1373974437,2013-07-16 06:33:57,jenmartin,,,0,flickr_127d58e0,https://live.staticflickr.com/5534/9300539392_9834161901_c.jpg
9307040791,87678259@N04,87a9c5de82,1,0,1374084604,2013-07-17 12:24:00,Amauta Spanish School,,,0,flickr_e141aa70,https://live.staticflickr.com/7392/9307040791_87a9c5de82_b.jpg
9312658077,87678259@N04,ce412161eb,1,0,1374162857,2011-09-16 17:30:24,Amauta Spanish School,,,0,flickr_db30cc35,https://live.staticflickr.com/5508/9312658077_ce412161eb_b.jpg
9312712533,87678259@N04,c2e45b9590,1,0,1374162850,2011-09-17 15:03:16,Amauta Spanish School,,,0,flickr_29e42c90,https://live.staticflickr.com/3815/9312712533_c2e45b9590_b.jpg
9312831271,87678259@N04,c73524966e,1,0,1374162840,2011-09-12 08:59:07,Amauta Spanish School,,,0,flickr_e58ef5e1,https://live.staticflickr.com/3699/9312831271_c73524966e_b.jpg
9312837871,87678259@N04,5aba747a3b,1,0,1374162839,2011-09-12 08:42:40,Amauta Spanish School,,,0,flickr_e58ef5e1,https://live.staticflickr.com/7412/9312837871_5aba747a3b_b.jpg
9315507218,87678259@N04,67cee9645f,1,0,1374162849,2011-09-16 06:38:32,Amauta Spanish School,,,0,flickr_1d4038f4,https://live.staticflickr.com/5446/9315507218_67cee9645f_b.jpg
9315588560,87678259@N04,30b0181afd,1,0,1374162843,2011-09-12 16:30:13,Amauta Spanish School,,,0,flickr_2e18547c,https://live.staticflickr.com/5528/9315588560_30b0181afd_b.jpg
9315612184,87678259@N04,a3b6ecfdf4,1,0,1374162840,2011-09-14 08:15:17,Amauta Spanish School,,,0,flickr_4cfa90b6,https://live.staticflickr.com/2892/9315612184_a3b6ecfdf4_b.jpg
9317538569,62445008@N00,f8ea1f1848,1,0,1374220244,2011-08-31 07:27:18,ferruge,,,0,flickr_dd5989d9,https://live.staticflickr.com/5331/9317538569_0a9c1cd4be_o.jpg
9317542737,62445008@N00,4302171eca,1,0,1374220303,2011-09-21 10:02:43,ferruge,,,0,flickr_80f7451c,https://live.staticflickr.com/7353/9317542737_13fba8704e_o.jpg
9320331036,62445008@N00,23090d69cb,1,0,1374220246,2011-08-31 07:27:24,ferruge,,,0,flickr_dd5989d9,https://live.staticflickr.com/3745/9320331036_3bbda0c36f_o.jpg
9369941232,84448690@N06,1bc2f241a4,1,0,1374826653,2013-07-24 12:24:40,tourer78,1.405336,103.790416,14,flickr_fa5d386d,https://live.staticflickr.com/2814/9369941232_1bc2f241a4_b.jpg
9388671741,34637596@N06,bf27c609b6,1,0,1375076571,2013-07-09 01:04:17,dl94102,,,0,flickr_8ae0ca8e,https://live.staticflickr.com/5443/9388671741_bf27c609b6_b.jpg
9388678979,34637596@N06,18f5c05eac,1,0,1375076665,2013-07-09 16:41:53,dl94102,,,0,flickr_bbfd9c38,https://live.staticflickr.com/2808/9388678979_18f5c05eac_b.jpg
9391447574,34637596@N06,459e6baf6b,1,0,1375076600,2013-07-09 16:50:49,dl94102,,,0,flickr_bbfd9c38,https://live.staticflickr.com/5323/9391447574_459e6baf6b_b.jpg
9402229469,98632129@N03,8f71bbe257,1,0,1375221819,2013-07-30 14:57:17,noticias de rio verde,,,0,flickr_2dd5501e,https://live.staticflickr.com/2849/9402229469_8f71bbe257.jpg
9405000098,98632129@N03,1fdfc0dd37,1,0,1375221794,2013-07-30 14:59:36,noticias de rio verde,,,0,flickr_2dd5501e,https://live.staticflickr.com/5541/9405000098_1fdfc0dd37.jpg
9446658773,73147685@N06,6f3cd002db,1,0,1375758879,2013-07-16 04:50:33,joegetsy,,,0,flickr_1f710ecd,https://live.staticflickr.com/7441/9446658773_6f3cd002db_z.jpg
9465384837,93481115@N02,da55f02053,1,0,1375998926,2011-04-23 07:01:05,Richard James White,,,0,flickr_6fb194e0,https://live.staticflickr.com/7365/9465384837_88453f81de_4k.jpg
9468156524,93481115@N02,829bc31625,1,0,1375998926,2011-04-23 07:05:26,Richard James White,,,0,flickr_6fb194e0,https://live.staticflickr.com/5537/9468156524_c0859dd6ec_4k.jpg
9480456209,54598698@N06,7534c3da56,1,0,1376182120,2013-08-02 15:33:00,mirekb50,,,0,flickr_1868715c,https://live.staticflickr.com/5329/9480456209_4a27a08db4_o.jpg
9480457535,54598698@N06,d7d8751f6e,1,0,1376182119,2013-08-02 15:32:06,mirekb50,,,0,flickr_1868715c,https://live.staticflickr.com/5501/9480457535_ece6439ed7_3k.jpg
9483223166,54598698@N06,dc5204915c,1,0,1376182132,2013-08-04 16:37:03,mirekb50,,,0,flickr_81317672,https://live.staticflickr.com/3748/9483223166_c78c9767b8_o.jpg
9483225200,54598698@N06,42e2d09195,1,0,1376182131,2013-08-04 16:35:32,mirekb50,,,0,flickr_81317672,https://live.staticflickr.com/3677/9483225200_0de4ef8d9e_3k.jpg
9483227470,54598698@N06,55ca7b9ebb,1,0,1376182130,2013-08-04 16:34:58,mirekb50,,,0,flickr_81317672,https://live.staticflickr.com/3705/9483227470_7facf1705a_o.jpg
9521120068,42964440@N08,e0284469a3,1,0,1376613930,2012-09-15 03:01:31,Susan Roehl,,,0,flickr_247be457,https://live.staticflickr.com/3731/9521120068_1d152717e3_h.jpg
9529712155,50698411@N04,fc703af6f2,1,0,1376759265,2013-07-08 08:19:13,Tris Enticknap,-19.928039,-55.566101,8,flickr_d849879d,https://live.staticflickr.com/3753/9529712155_9f3ae2a197_3k.jpg
9529716549,50698411@N04,557bb23c1d,1,0,1376759309,2013-07-08 08:19:15,Tris Enticknap,-19.928039,-55.566101,8,flickr_d849879d,https://live.staticflickr.com/2879/9529716549_163ea77805_k.jpg
9529717985,50698411@N04,00f562d6b8,1,0,1376759323,2013-07-08 08:19:25,Tris Enticknap,-19.928039,-55.566101,8,flickr_d849879d,https://live.staticflickr.com/7411/9529717985_3c1b1fbeed_k.jpg
9663923085,68205939@N00,674689a997,1,0,1378233228,2013-09-03 14:28:43,Better Bear Studios,,,0,flickr_a1399c75,https://live.staticflickr.com/5544/9663923085_674689a997_b.jpg
9676392499,53151520@N05,ec98438fb4,1,0,1378378121,2013-09-05 03:40:33,Naturetrek Wildlife Holidays,,,0,flickr_a44fc6b0,https://live.staticflickr.com/2859/9676392499_ec98438fb4.jpg
9676393733,53151520@N05,f3941f46e1,1,0,1378378121,2013-09-05 03:40:51,Naturetrek Wildlife Holidays,,,0,flickr_a44fc6b0,https://live.staticflickr.com/2805/9676393733_f3941f46e1.jpg
9679625794,53151520@N05,fb4cd94cc4,1,0,1378378120,2013-09-05 03:40:29,Naturetrek Wildlife Holidays,,,0,flickr_a44fc6b0,https://live.staticflickr.com/3765/9679625794_fb4cd94cc4.jpg
9690149412,101189004@N02,3a34a2e895,1,0,1378504518,2013-08-10 14:21:41,Aly the Elf,,,0,flickr_401897d5,https://live.staticflickr.com/7361/9690149412_3a34a2e895_b.jpg
9736369931,101189004@N02,99188542ff,1,0,1379120179,2013-08-10 16:24:13,Aly the Elf,,,0,flickr_88603c1b,https://live.staticflickr.com/7326/9736369931_99188542ff_b.jpg
9771397982,101894221@N05,d8526efda9,1,0,1379330255,2012-11-26 19:10:34,harryfonsecawilliams,,,0,flickr_22a4e598,https://live.staticflickr.com/5496/9771397982_d8526efda9_b.jpg
9771398672,101894221@N05,5cfd84ac71,1,0,1379330254,2013-03-01 22:34:37,harryfonsecawilliams,,,0,flickr_b682f78f,https://live.staticflickr.com/5329/9771398672_5cfd84ac71_b.jpg
9791502033,41804630@N05,518d82f217,1,0,1379463417,2012-07-05 17:05:29,Barrie&Georgia,,,0,flickr_a763332d,https://live.staticflickr.com/3786/9791502033_518d82f217_b.jpg
10003682634,36424218@N00,a95e94bc03,1,0,1380477144,2013-08-13 15:24:10,Jim Scarff,-17.144466,-56.647244,16,flickr_b039f74e,https://live.staticflickr.com/2893/10003682634_a95e94bc03_c.jpg
10077917654,61748584@N06,119492b22b,1,0,1380851337,2013-08-04 12:23:58,Lori Cammerota,,,0,flickr_2ec34498,https://live.staticflickr.com/3725/10077917654_119492b22b_b.jpg
10078060833,61748584@N06,6e01ed3f7d,1,0,1380851342,2013-08-04 12:25:31,Lori Cammerota,,,0,flickr_2ec34498,https://live.staticflickr.com/2868/10078060833_6e01ed3f7d_b.jpg
10138343334,98591086@N04,683a719983,1,0,1381156476,2013-10-05 13:42:18,My Little Corner SG,,,0,flickr_02a2e0db,https://live.staticflickr.com/2868/10138343334_683a719983_b.jpg
10142658375,68647373@N08,e539b58ac1,1,0,1381172864,2013-09-28 15:42:22,ThisisNadia,,,0,flickr_10541873,https://live.staticflickr.com/3787/10142658375_e539b58ac1_b.jpg
10214097196,55968524@N04,dfa071639c,1,0,1381524322,2011-12-08 22:55:59,Pieter Verheij,-16.254230,-56.637268,8,flickr_8b6830bf,https://live.staticflickr.com/3731/10214097196_82cc75b90d_o.jpg
10350144805,94579792@N04,5cb31a0014,1,0,1382124674,2013-10-18 13:13:30,chewie1138,,,0,flickr_6ffea370,https://live.staticflickr.com/2814/10350144805_5cb31a0014_b.jpg
10372707366,90816755@N05,a390b76056,1,0,1382236052,2013-10-19 22:26:15,Stephen Persaud,,,0,flickr_2afdfd99,https://live.staticflickr.com/7396/10372707366_a390b76056_b.jpg
10405945934,98403995@N08,01ab00a4be,1,0,1382373364,2005-03-24 10:54:56,Manfred Sommer - 442 Million Views,,,0,flickr_3b164ef3,https://live.staticflickr.com/3808/10405945934_735c7f15e8_3k.jpg
10405962045,98403995@N08,17f4b7190a,1,0,1382373363,2005-03-24 10:54:32,Manfred Sommer - 442 Million Views,,,0,flickr_3b164ef3,https://live.staticflickr.com/7320/10405962045_3bab644781_3k.jpg
10405975946,98403995@N08,fc44b7ffa5,1,0,1382373365,2005-03-25 17:26:47,Manfred Sommer - 442 Million Views,,,0,flickr_f12b4dec,https://live.staticflickr.com/7299/10405975946_39968241b2_3k.jpg
10450834955,47358280@N00,68ef765174,1,4,1382583522,2013-10-16 08:20:31,Eric Gropp,,,0,flickr_ac417632,https://live.staticflickr.com/3681/10450834955_0f8afe66f4_3k.jpg
10513776436,65024642@N02,085fa38f72,1,0,1382884472,2013-10-27 13:29:02,Wang Guowen (gw.wang),,,0,flickr_f4dab5d5,https://live.staticflickr.com/7451/10513776436_085fa38f72_b.jpg
10527422294,14513254@N02,977e488def,1,0,1382926897,2013-10-27 22:21:37,joel n rosenthal,,,0,flickr_5475c4eb,https://live.staticflickr.com/3686/10527422294_977e488def.jpg
10536148956,65024642@N02,4d24869e58,1,0,1382969051,2013-10-27 11:59:41,Wang Guowen (gw.wang),,,0,flickr_5d8655bf,https://live.staticflickr.com/2867/10536148956_4d24869e58_b.jpg
10536169745,65024642@N02,dc0df44f45,1,0,1382969157,2013-10-27 13:36:21,Wang Guowen (gw.wang),,,0,flickr_f4dab5d5,https://live.staticflickr.com/3787/10536169745_dc0df44f45_b.jpg
10536170256,65024642@N02,1d10c7159f,1,0,1382969125,2013-10-27 13:17:56,Wang Guowen (gw.wang),,,0,flickr_f4dab5d5,https://live.staticflickr.com/7310/10536170256_1d10c7159f_b.jpg
10536222756,65024642@N02,259a3e39cf,1,0,1382969312,2013-10-27 12:08:05,Wang Guowen (gw.wang),,,0,flickr_fc32a69c,https://live.staticflickr.com/5495/10536222756_259a3e39cf_b.jpg
10536377623,65024642@N02,21f2778a8c,1,0,1382969113,2013-10-27 13:12:42,Wang Guowen (gw.wang),,,0,flickr_f4dab5d5,https://live.staticflickr.com/7373/10536377623_21f2778a8c_b.jpg
10628495306,59281598@N07,129ae21102,1,0,1383410014,2008-06-30 17:34:42,abessr,,,0,flickr_4eeb5f3f,https://live.staticflickr.com/3784/10628495306_129ae21102_b.jpg
10644985013,43684069@N05,62a3d871f7,1,0,1383482816,2019-10-11 15:37:04,Cornelis Bakker,,,0,flickr_cd42627a,https://live.staticflickr.com/65535/10644985013_fa3561d4ba_h.jpg
10653663964,99431059@N04,f0cb020ed2,1,0,1383511202,2013-10-20 15:23:36,scholarerrant,39.970065,-75.193557,16,flickr_bf21cba4,https://live.staticflickr.com/5503/10653663964_f0cb020ed2_b.jpg
10698719184,69573851@N06,174ab66631,1,5,1383697380,2013-10-25 16:10:36,cuatrok77,25.331071,-80.999493,15,flickr_34c943e8,https://live.staticflickr.com/3732/10698719184_d41d39ce9a_o.jpg
10698788036,69573851@N06,dfd7816e02,1,5,1383697379,2013-10-25 16:10:35,cuatrok77,25.331071,-80.999493,15,flickr_34c943e8,https://live.staticflickr.com/5514/10698788036_65ecdd663e_o.jpg
10698849595,69573851@N06,bbcacb3382,1,5,1383697375,2013-10-25 16:10:32,cuatrok77,25.331071,-80.999493,15,flickr_34c943e8,https://live.staticflickr.com/7313/10698849595_0d41fa5572_o.jpg
10698850174,69573851@N06,fa1152d7ee,1,5,1383697376,2013-10-25 16:10:33,cuatrok77,25.331071,-80.999493,15,flickr_34c943e8,https://live.staticflickr.com/2817/10698850174_fe128183eb_o.jpg
10698868853,69573851@N06,9078daa877,1,5,1383697381,2013-10-25 16:10:37,cuatrok77,25.331071,-80.999493,15,flickr_34c943e8,https://live.staticflickr.com/7399/10698868853_d4b82bd64f_5k.jpg
10698892923,69573851@N06,49e19c46b4,1,5,1383697380,2013-10-25 16:10:36,cuatrok77,25.331071,-80.999493,15,flickr_34c943e8,https://live.staticflickr.com/7357/10698892923_ed9f7c2c64_5k.jpg
10698935893,69573851@N06,b4cf70d2c3,1,5,1383697379,2013-10-25 16:10:36,cuatrok77,25.331071,-80.999493,15,flickr_34c943e8,https://live.staticflickr.com/5516/10698935893_cdb7634198_o.jpg
10699138163,69573851@N06,e9e325ee7c,1,5,1383697373,2013-10-25 16:09:50,cuatrok77,25.331071,-80.999493,15,flickr_34c943e8,https://live.staticflickr.com/5479/10699138163_8f09f90742_o.jpg
10776551596,74009885@N02,54e73a290f,1,0,1384087739,2013-11-10 16:28:47,pranav_narasimhan,,,0,flickr_76518d1a,https://live.staticflickr.com/7381/10776551596_bf088061a5_k.jpg
10776626724,74009885@N02,106c5488b3,1,0,1384087726,2013-11-10 16:23:48,pranav_narasimhan,,,0,flickr_76518d1a,https://live.staticflickr.com/5482/10776626724_2bafca4f7d_5k.jpg
10776790803,74009885@N02,c8b05852e3,1,0,1384087765,2013-11-10 16:29:13,pranav_narasimhan,,,0,flickr_76518d1a,https://live.staticflickr.com/5484/10776790803_bede6f4da3_4k.jpg
10811244103,94383469@N05,5f600963da,1,0,1384222039,2007-01-01 00:56:17,johnd1964,,,0,flickr_11682084,https://live.staticflickr.com/3670/10811244103_5f600963da_b.jpg
10966826415,69573851@N06,5e1715bc4b,1,5,1384980739,2013-11-10 18:08:05,cuatrok77,25.331071,-80.999493,15,flickr_5080040f,https://live.staticflickr.com/2842/10966826415_c3c09d05f9_o.jpg
10966877006,69573851@N06,aa8e451e20,1,5,1384980739,2013-11-10 18:08:09,cuatrok77,25.331071,-80.999493,15,flickr_5080040f,https://live.staticflickr.com/3741/10966877006_ebdd34bc75_o.jpg
10966928355,69573851@N06,3cf4328465,1,5,1384980738,2013-11-10 18:06:34,cuatrok77,25.331071,-80.999493,15,flickr_5080040f,https://live.staticflickr.com/2872/10966928355_36245f6ccc_o.jpg
10966949185,69573851@N06,c41e968b80,1,5,1384980737,2013-11-10 18:06:30,cuatrok77,25.331071,-80.999493,15,flickr_5080040f,https://live.staticflickr.com/3815/10966949185_3f4db3455c_o.jpg
10966992575,69573851@N06,782decd529,1,5,1384980736,2013-11-10 18:06:22,cuatrok77,25.331071,-80.999493,15,flickr_5080040f,https://live.staticflickr.com/3683/10966992575_f9941d5053_o.jpg
10967013205,69573851@N06,8fc508b28c,1,5,1384980735,2013-11-10 18:06:20,cuatrok77,25.331071,-80.999493,15,flickr_5080040f,https://live.staticflickr.com/3797/10967013205_3e8965019e_o.jpg
10967090504,69573851@N06,f998bc7c1f,1,5,1384980738,2013-11-10 18:06:38,cuatrok77,25.331071,-80.999493,15,flickr_5080040f,https://live.staticflickr.com/5537/10967090504_e406b2283e_o.jpg
10967123476,69573851@N06,7700a5136a,1,5,1384980734,2013-11-10 18:06:15,cuatrok77,25.331071,-80.999493,15,flickr_5080040f,https://live.staticflickr.com/5535/10967123476_bc285a309e_o.jpg
11034421986,42786185@N06,ed836a7d61,1,0,1385322114,2013-10-19 13:17:17,PelicanPete,25.605501,-80.397680,16,flickr_2dbd7f57,https://live.staticflickr.com/2805/11034421986_4781e21463_3k.jpg
11131942046,51901606@N07,eaeea563d5,1,0,1385815376,2012-12-14 21:48:26,J Allan-1,,,0,flickr_16496558,https://live.staticflickr.com/5502/11131942046_eaeea563d5_b.jpg
11190505045,63019250@N03,bf58e2f864,1,0,1386083965,2013-10-20 13:51:53,Free pictures for conservation! (> 4 M views),,,0,flickr_bb4abe28,https://live.staticflickr.com/3826/11190505045_1201bd22f4_o.jpg
11190576745,63019250@N03,f425e385ca,1,0,1386083972,2013-10-19 23:33:33,Free pictures for conservation! (> 4 M views),,,0,flickr_33153433,https://live.staticflickr.com/3756/11190576745_ab32727c99_4k.jpg
11190617164,63019250@N03,8674a51293,1,0,1386083971,2013-10-19 23:34:03,Free pictures for conservation! (> 4 M views),,,0,flickr_33153433,https://live.staticflickr.com/2818/11190617164_d7fadacd06_4k.jpg
11190623354,63019250@N03,2bc4620c1a,1,0,1386083966,2013-10-20 13:46:01,Free pictures for conservation! (> 4 M views),,,0,flickr_bb4abe28,https://live.staticflickr.com/3729/11190623354_a188b6eddf_o.jpg
11190624134,63019250@N03,eb716014b7,1,0,1386083964,2013-10-20 14:03:08,Free pictures for conservation! (> 4 M views),,,0,flickr_b91bcc5a,https://live.staticflickr.com/5535/11190624134_18640c290b_o.jpg
11190624636,63019250@N03,5686835f6b,1,0,1386083967,2013-10-20 13:33:39,Free pictures for conservation! (> 4 M views),,,0,flickr_bb4abe28,https://live.staticflickr.com/5499/11190624636_d816e273c4_4k.jpg
11190626066,63019250@N03,a05bb54b61,1,0,1386083966,2013-10-20 13:43:47,Free pictures for conservation! (> 4 M views),,,0,flickr_bb4abe28,https://live.staticflickr.com/2826/11190626066_b09ccc97eb_4k.jpg
11190729113,63019250@N03,b2a4baeafa,1,0,1386083965,2013-10-20 13:51:09,Free pictures for conservation! (> 4 M views),,,0,flickr_bb4abe28,https://live.staticflickr.com/7406/11190729113_97363f324c_4k.jpg
11190729853,63019250@N03,c2664b290b,1,0,1386083963,2013-10-20 14:06:34,Free pictures for conservation! (> 4 M views),,,0,flickr_b91bcc5a,https://live.staticflickr.com/2806/11190729853_ae409e3390_o.jpg
11324370934,7777497@N02,0fc4d16e63,1,0,1386775311,2013-11-29 13:57:56,VISIT FLORIDA,,,0,flickr_bd9ef636,https://live.staticflickr.com/5511/11324370934_0fc4d16e63_b.jpg
11456566606,110538447@N06,0c94aae6b1,1,0,1387491970,2013-12-19 14:26:10,sandovallakelodge,,,0,flickr_d3e268d8,https://live.staticflickr.com/3671/11456566606_0c94aae6b1_b.jpg
11505240825,52233499@N06,31aa0600a0,1,0,1387759740,2013-12-21 13:02:32,ManuWolf,,,0,flickr_7e808e3a,https://live.staticflickr.com/2856/11505240825_052b5be448_3k.jpg
11505240855,52233499@N06,8f50caca4c,1,0,1387759742,2013-12-21 13:03:07,ManuWolf,,,0,flickr_7e808e3a,https://live.staticflickr.com/3830/11505240855_bde62c5121_3k.jpg
11505242455,52233499@N06,4af82d823d,1,0,1387759739,2013-12-21 13:02:25,ManuWolf,,,0,flickr_7e808e3a,https://live.staticflickr.com/5487/11505242455_5a0bd153cc_3k.jpg
11505245005,52233499@N06,862b742ae8,1,0,1387759736,2013-12-21 13:01:28,ManuWolf,,,0,flickr_7e808e3a,https://live.staticflickr.com/7422/11505245005_af3d808f3b_3k.jpg
11505251015,52233499@N06,c51f07d423,1,0,1387759732,2013-12-21 13:00:18,ManuWolf,,,0,flickr_7e808e3a,https://live.staticflickr.com/2839/11505251015_153ffa41ed_3k.jpg
11505261924,52233499@N06,6f90116f1f,1,0,1387759741,2013-12-21 13:03:06,ManuWolf,,,0,flickr_7e808e3a,https://live.staticflickr.com/7334/11505261924_82d109a483_3k.jpg
11505269624,52233499@N06,99c58528dc,1,0,1387759735,2013-12-21 13:01:20,ManuWolf,,,0,flickr_7e808e3a,https://live.staticflickr.com/7398/11505269624_82e0ef49e8_3k.jpg
11505271484,52233499@N06,a2446b1cf9,1,0,1387759734,2013-12-21 13:00:36,ManuWolf,,,0,flickr_7e808e3a,https://live.staticflickr.com/3754/11505271484_ba73e1cf04_3k.jpg
11505275684,52233499@N06,8fa0da4449,1,0,1387759731,2013-12-21 13:00:11,ManuWolf,,,0,flickr_7e808e3a,https://live.staticflickr.com/3677/11505275684_7ff3964366_3k.jpg
11505307226,52233499@N06,e0883b6923,1,0,1387759736,2013-12-21 13:01:33,ManuWolf,,,0,flickr_7e808e3a,https://live.staticflickr.com/2830/11505307226_59f765908d_3k.jpg
11505308406,52233499@N06,a4fffd6224,1,0,1387759734,2013-12-21 13:01:11,ManuWolf,,,0,flickr_7e808e3a,https://live.staticflickr.com/2873/11505308406_0dec8b35e1_3k.jpg
11505310906,52233499@N06,6d46986459,1,0,1387759732,2013-12-21 13:00:22,ManuWolf,,,0,flickr_7e808e3a,https://live.staticflickr.com/3707/11505310906_c156345696_3k.jpg
11505330463,52233499@N06,c4b095d447,1,0,1387759733,2013-12-21 13:00:33,ManuWolf,,,0,flickr_7e808e3a,https://live.staticflickr.com/7417/11505330463_547b43ed5b_3k.jpg
11505332973,52233499@N06,617a9eb255,1,0,1387759734,2013-12-21 13:01:17,ManuWolf,,,0,flickr_7e808e3a,https://live.staticflickr.com/2836/11505332973_798ca77d45_3k.jpg
11505335153,52233499@N06,028ab59b67,1,0,1387759730,2013-12-21 13:00:06,ManuWolf,,,0,flickr_7e808e3a,https://live.staticflickr.com/2807/11505335153_b9ccf59e92_3k.jpg
11582750954,57772580@N05,2f47f6f33a,1,0,1388145437,2013-08-15 15:55:08,nigel.hartley,,,0,flickr_374c38f7,https://live.staticflickr.com/5535/11582750954_72dda3474a_5k.jpg
11798522355,52475206@N04,e027712ea0,1,0,1389016386,2000-10-01 01:00:00,ericvaandering,-16.344000,-56.699000,16,flickr_338facc3,https://live.staticflickr.com/3811/11798522355_e027712ea0_b.jpg
12034204986,43749513@N08,4d8bcf2ac2,1,0,1390151080,2014-01-13 12:00:01,Judecat (back in Wildwood),39.970842,-75.195307,15,flickr_c9c327ea,https://live.staticflickr.com/3811/12034204986_d2ddc387c8_o.jpg
12149754156,72056507@N00,38a4930eab,1,0,1390735063,2014-01-25 12:55:08,seadog892,,,0,flickr_a6c8b94d,https://live.staticflickr.com/3761/12149754156_38a4930eab_b.jpg
12172542624,97618681@N00,3ba0ae5dee,1,4,1390831998,2014-01-22 14:13:35,lynnylchan,,,0,flickr_790845d6,https://live.staticflickr.com/7339/12172542624_2e71613fa1_o.jpg
12173846075,69607895@N02,8e4d95eaae,1,0,1390838831,2014-01-25 12:39:35,gprana,,,0,flickr_5008f870,https://live.staticflickr.com/2883/12173846075_8e4d95eaae_b.jpg
12244026745,11196952@N02,6d78af18cf,1,0,1391222899,2010-10-04 10:53:35,bahadurna@yahoo.ca,,,0,flickr_cea3b1bd,https://live.staticflickr.com/3765/12244026745_6d78af18cf_b.jpg
12337215475,51928691@N04,fdd96938f1,1,0,1391667822,2014-01-21 14:43:03,evimeyer,-0.895349,-75.388870,10,flickr_ee058297,https://live.staticflickr.com/5538/12337215475_e3dc3a091b_3k.jpg
