negative_id,image_path,observation_id,body_part,bbox_x,bbox_y,bbox_w,bbox_h,img_width,img_height,detector_model,confidence,created_at
752a1504eb05,data/sources/inat/images/388299164/712235197.jpg,inat_388299164,whole_body,802,0,353,217,1155,2048,best.pt,0.2935278713703155,2026-08-17T16:41:14+00:00
ec376608636f,data/sources/inat/images/387182594/708973430.jpg,inat_387182594,whole_body,131,497,252,407,2048,1150,best.pt,0.8247765898704529,2026-08-17T16:45:24+00:00
49daf737c492,data/sources/inat/images/386955289/708535322.jpg,inat_386955289,throat,1173,477,62,104,1436,957,best.pt,0.5954280495643616,2026-08-17T16:47:51+00:00
3ece4513b1e9,data/sources/inat/images/386612470/711747562.jpg,inat_386612470,whole_body,1597,16,451,881,2048,1462,best.pt,0.4594590663909912,2026-08-17T16:49:11+00:00
8211edcf8c49,data/sources/inat/images/386612470/711747523.jpg,inat_386612470,whole_body,1732,241,316,872,2048,1463,best.pt,0.8600103259086609,2026-08-17T16:49:23+00:00
23703a86c1f0,data/sources/inat/images/385893784/706507015.jpg,inat_385893784,throat,275,1551,863,496,1536,2048,best.pt,0.300453633069992,2026-08-17T16:51:29+00:00
491951d483d2,data/sources/inat/images/382558231/700108776.jpg,inat_382558231,whole_body,997,12,539,1018,1536,2048,best.pt,0.4259078502655029,2026-08-17T16:57:16+00:00
bbb451acfcee,data/sources/inat/images/372160756/680439544.jpg,inat_372160756,whole_body,1235,528,300,375,1536,2048,best.pt,0.6762754917144775,2026-08-17T17:11:24+00:00
387f3783cfee,data/sources/inat/images/358320008/653630568.jpg,inat_358320008,throat,646,905,85,120,2048,1365,best.pt,0.4301417469978332,2026-08-17T17:28:05+00:00
bbeb41c33ccd,data/sources/inat/images/358320008/653630568.jpg,inat_358320008,whole_body,625,882,127,173,2048,1365,best.pt,0.3350560665130615,2026-08-17T17:28:06+00:00
d75068a7a986,data/sources/inat/images/354809659/648157293.jpg,inat_354809659,whole_body,0,932,144,524,1536,2048,best.pt,0.6963600516319275,2026-08-17T17:46:12+00:00
7145eca91ffb,data/sources/inat/images/341265941/621213798.jpg,inat_341265941,whole_body,1,0,214,736,2048,1153,best.pt,0.3053329885005951,2026-08-17T18:04:34+00:00
b9b1eeed5c76,data/sources/inat/images/341165066/621008641.jpg,inat_341165066,whole_body,0,25,633,1151,2048,1536,best.pt,0.7728663682937622,2026-08-17T18:04:55+00:00
29cad7c1a9ab,data/sources/inat/images/341165066/621008557.jpg,inat_341165066,whole_body,0,11,636,1159,2048,1536,best.pt,0.8360601663589478,2026-08-17T18:05:26+00:00
e729a90f26d6,data/sources/inat/images/335234671/608961572.jpg,inat_335234671,throat,110,695,69,85,2048,1536,best.pt,0.2852519750595093,2026-08-17T18:22:06+00:00
40bff9702683,data/sources/inat/images/331818095/602034470.jpg,inat_331818095,whole_body,1784,311,264,736,2048,1536,best.pt,0.5925803780555725,2026-08-17T18:32:07+00:00
1aedb4c0b5aa,data/sources/inat/images/331818095/602034453.jpg,inat_331818095,whole_body,868,0,1180,402,2048,1536,best.pt,0.3037760853767395,2026-08-17T18:32:48+00:00
145c21a9c606,data/sources/inat/images/323893682/586105745.jpg,inat_323893682,throat,2,651,354,511,2048,1536,best.pt,0.2981109917163849,2026-08-17T18:56:08+00:00
820ccca9ad54,data/sources/inat/images/305916278/551626531.jpg,inat_305916278,whole_body,197,5,1337,1165,1536,2048,best.pt,0.4917140305042267,2026-08-17T20:07:37+00:00
0df37fc6ff1e,data/sources/inat/images/127245618/216002909.jpeg,inat_127245618,throat,0,932,223,200,2048,1536,best.pt,0.2980704009532928,2026-08-17T21:28:46+00:00
e1a1c479c19f,data/sources/inat/images/134013089/228362569.jpeg,inat_134013089,throat,1,2,106,131,2048,1536,best.pt,0.2974275946617126,2026-08-17T21:49:49+00:00
e16bf463d6c5,data/sources/inat/images/137727194/235278297.jpg,inat_137727194,whole_body,1,132,174,747,1587,1058,best.pt,0.2778259813785553,2026-08-17T21:56:50+00:00
c74225941b85,data/sources/inat/images/140131970/239824148.jpeg,inat_140131970,whole_body,420,0,220,230,640,480,best.pt,0.8535009026527405,2026-08-17T21:59:37+00:00
3d46b8a5d915,data/sources/inat/images/140131970/239824148.jpeg,inat_140131970,throat,469,0,170,198,640,480,best.pt,0.2647735476493835,2026-08-17T21:59:39+00:00
0ea8f78acb6a,data/sources/inat/images/141242499/241922641.jpeg,inat_141242499,throat,1024,80,56,216,1080,809,best.pt,0.4078575372695923,2026-08-17T22:00:34+00:00
215e56f35652,data/sources/inat/images/145890950/250692665.jpeg,inat_145890950,whole_body,420,0,220,230,640,480,best.pt,0.8535009026527405,2026-08-17T22:08:33+00:00
7dcf3a5258d0,data/sources/inat/images/145890950/250692665.jpeg,inat_145890950,throat,469,0,170,198,640,480,best.pt,0.2647735476493835,2026-08-17T22:08:35+00:00
49d1fa8c547e,data/sources/inat/images/156443262/270520297.jpg,inat_156443262,throat,305,471,38,71,900,675,best.pt,0.3020740151405334,2026-08-17T22:30:26+00:00
e3d4fc5079a2,data/sources/inat/images/160690436/277695877.jpg,inat_160690436,whole_body,0,134,233,1151,2048,1536,best.pt,0.3227373361587524,2026-08-17T22:31:13+00:00
bec854cb144e,data/sources/inat/images/161266057/278733828.jpg,inat_161266057,throat,3,0,198,333,900,675,best.pt,0.6874793171882629,2026-08-17T22:31:31+00:00
3e9e910853f5,data/sources/inat/images/161266057/278733828.jpg,inat_161266057,whole_body,4,0,448,455,900,675,best.pt,0.4746530652046203,2026-08-17T22:31:32+00:00
dbcde0db7718,data/sources/inat/images/172047472/298614004.jpeg,inat_172047472,whole_body,303,43,1226,843,1536,2048,best.pt,0.4886029362678528,2026-08-17T22:41:44+00:00
53218ce41028,data/sources/inat/images/184525411/322115505.jpeg,inat_184525411,whole_body,0,778,261,822,1200,1600,best.pt,0.2977702915668487,2026-08-17T23:05:19+00:00
d94afd1aab2a,data/sources/inat/images/18655950/28558791.jpeg,inat_18655950,whole_body,0,212,165,988,2048,1365,best.pt,0.7909507751464844,2026-08-17T23:06:29+00:00
5eddbe1afc38,data/sources/inat/images/192583107/338108016.jpg,inat_192583107,whole_body,144,3,1904,1533,2048,1536,best.pt,0.4853391647338867,2026-08-17T23:14:10+00:00
3fc78319f29b,data/sources/inat/images/200786300/354314638.jpg,inat_200786300,whole_body,1,0,555,359,1536,2048,best.pt,0.2578855156898498,2026-08-17T23:28:05+00:00
abbc7be5cd74,data/sources/inat/images/201059681/354850420.jpg,inat_201059681,whole_body,162,138,137,173,900,600,best.pt,0.7422673106193542,2026-08-17T23:28:45+00:00
c4fa67b6682c,data/sources/inat/images/228465661/405421675.jpg,inat_228465661,whole_body,0,190,584,1363,2048,2048,best.pt,0.4831944704055786,2026-08-18T16:50:35+00:00
5b58d3d6d1be,data/sources/inat/images/228465661/405421702.jpg,inat_228465661,whole_body,0,195,535,1312,2048,2048,best.pt,0.6068320870399475,2026-08-18T16:50:42+00:00
22ac5c7cabb4,data/sources/inat/images/22922155/35529780.jpg,inat_22922155,whole_body,1154,277,125,188,2048,1536,best.pt,0.6911123991012573,2026-08-18T16:53:30+00:00
a98ce95e4f34,data/sources/inat/images/22922155/35529780.jpg,inat_22922155,whole_body,0,409,124,181,2048,1536,best.pt,0.4786285161972046,2026-08-18T16:53:31+00:00
a7878958cde4,data/sources/inat/images/22922155/35529780.jpg,inat_22922155,throat,1183,305,72,139,2048,1536,best.pt,0.4260832071304321,2026-08-18T16:53:33+00:00
0da52b7be8d7,data/sources/inat/images/22922155/35529780.jpg,inat_22922155,throat,10,436,86,131,2048,1536,best.pt,0.2672349214553833,2026-08-18T16:53:34+00:00
d79423cee07c,data/sources/inat/images/247344892/441742595.jpeg,inat_247344892,throat,658,757,476,399,2048,1156,best.pt,0.5752068161964417,2026-08-18T17:44:16+00:00
e2e0e19b3d73,data/sources/inat/images/247370906/441795810.jpeg,inat_247370906,whole_body,1244,221,803,995,2048,1365,best.pt,0.5821426510810852,2026-08-18T17:45:52+00:00
1cd1f5fe6c7e,data/sources/inat/images/247370906/441795950.jpeg,inat_247370906,whole_body,1173,116,875,825,2048,1365,best.pt,0.2790984511375427,2026-08-18T17:45:59+00:00
f9e655ae51f6,data/sources/inat/images/249318902/445659261.jpeg,inat_249318902,whole_body,1134,217,402,747,1536,2048,best.pt,0.5673015713691711,2026-08-18T17:56:14+00:00
eaa6cea6c25d,data/sources/inat/images/254261910/455391603.jpg,inat_254261910,whole_body,1654,0,394,399,2048,1536,best.pt,0.2774244248867035,2026-08-18T18:02:11+00:00
56bdd6549c4f,data/sources/inat/images/254417969/455706967.jpg,inat_254417969,whole_body,1492,283,556,681,2048,1365,best.pt,0.3142018616199493,2026-08-18T18:02:23+00:00
888cf304fe86,data/sources/inat/images/254417969/455706981.jpg,inat_254417969,whole_body,1360,108,688,945,2048,1365,best.pt,0.4931641519069671,2026-08-18T18:02:26+00:00
aca21d76201f,data/sources/inat/images/25959823/40266125.jpeg,inat_25959823,whole_body,1813,896,235,309,2048,1365,best.pt,0.5589494109153748,2026-08-18T18:11:11+00:00
c08c90f9e419,data/sources/inat/images/262299263/471237311.jpeg,inat_262299263,whole_body,0,365,370,665,2048,1536,best.pt,0.5474486947059631,2026-08-18T18:16:40+00:00
0a53445c1016,data/sources/inat/images/262299263/471237311.jpeg,inat_262299263,throat,59,464,179,505,2048,1536,best.pt,0.2650090157985687,2026-08-18T18:16:42+00:00
c5aede2be55e,data/sources/inat/images/268456387/482550195.jpg,inat_268456387,throat,393,188,70,118,2048,1365,best.pt,0.6404709219932556,2026-08-18T18:38:09+00:00
eee5f6ac8c46,data/sources/flickr/images/5785569353.jpg,flickr_936d3801,whole_body,155,134,1939,2456,3888,2592,best.pt,0.904691755771637,2026-08-20T16:15:17+00:00
85dde785f46c,data/sources/flickr/images/5785569353.jpg,flickr_936d3801,throat,755,925,819,1139,3888,2592,best.pt,0.7218735814094543,2026-08-20T16:15:18+00:00
126fbde6ff92,data/sources/flickr/images/15018179313.jpg,flickr_ac8b9727,whole_body,2786,0,862,2594,3648,2736,best.pt,0.831143319606781,2026-08-20T16:22:22+00:00
d12b834460d1,data/sources/upload/images/upload-20190429-8fceebab/20190429_171826.jpg,upload-20190429-8fceebab,throat,997,1403,1648,1581,4128,3096,best.pt,0.5836527943611145,2026-09-13T22:51:18+00:00
3c4431e38941,data/sources/upload/images/upload-20260614-0a6b934b/20260614_104341.jpg,upload-20260614-0a6b934b,whole_body,831,365,704,657,2252,4000,best.pt,0.3066811263561249,2026-09-13T23:10:41+00:00
