annotation_id,image_path,observation_id,individual_id,body_part,bbox_x,bbox_y,bbox_w,bbox_h,img_width,img_height,split,notes,created_at
dcf61d3ae7ea,data/sources/inat/images/201396922/355509775.jpg,inat_201396922,otter-0382,whole_body,189,95,364,292,900,620,,Generated by best.pt; confidence=0.739142,2026-07-30T17:13:59+00:00
bd3a65f423cc,data/sources/inat/images/201396922/355509775.jpg,inat_201396922,otter-0382,throat,356,190,147,155,900,620,,Generated by best.pt; confidence=0.399494,2026-07-30T17:14:01+00:00
8aa8959ba109,data/sources/inat/images/201414775/355543293.jpg,inat_201414775,otter-0383,whole_body,35,121,211,287,900,518,,,2026-07-30T17:14:57+00:00
cfb0c305f673,data/sources/inat/images/201414775/355543293.jpg,inat_201414775,otter-0383,throat,114,157,104,200,900,518,,,2026-07-30T17:15:11+00:00
59e958ccfa05,data/sources/inat/images/201414777/355543322.jpg,inat_201414777,otter-0384,throat,380,192,195,205,900,596,,Generated by best.pt; confidence=0.840851,2026-07-30T17:15:25+00:00
cef0d1c91b87,data/sources/inat/images/201414777/355543322.jpg,inat_201414777,otter-0384,whole_body,314,59,364,365,900,596,,Generated by best.pt; confidence=0.813608,2026-07-30T17:15:26+00:00
3d11126fab60,data/sources/inat/images/201430068/355572769.jpg,inat_201430068,otter-0213,whole_body,22,50,852,449,900,572,,Generated by best.pt; confidence=0.806834,2026-07-30T17:15:43+00:00
a7b13cafe2b1,data/sources/inat/images/201430068/355572769.jpg,inat_201430068,otter-0213,throat,587,197,208,221,900,572,,Generated by best.pt; confidence=0.499385,2026-07-30T17:15:45+00:00
4488b39ce751,data/sources/inat/images/201430068/355573164.jpg,inat_201430068,otter-0006,throat,249,290,103,148,900,567,,Generated by best.pt; confidence=0.819903,2026-07-30T17:16:34+00:00
5d0b5370a989,data/sources/inat/images/201430068/355573164.jpg,inat_201430068,otter-0006,whole_body,168,239,198,215,900,567,,,2026-07-30T17:16:41+00:00
0c7c856d3be8,data/sources/inat/images/201430068/355573477.jpg,inat_201430068,otter-0213,whole_body,127,72,511,376,900,532,,Generated by best.pt; confidence=0.839846,2026-07-30T17:21:15+00:00
4e3b09cffbfe,data/sources/inat/images/201430068/355573477.jpg,inat_201430068,otter-0213,throat,136,189,158,183,900,532,,Generated by best.pt; confidence=0.258641,2026-07-30T17:21:25+00:00
f44416d19dd2,data/sources/inat/images/201449759/355612514.jpg,inat_201449759,otter-0386,whole_body,323,36,514,527,900,621,,Generated by best.pt; confidence=0.861407,2026-07-30T17:22:37+00:00
4a9c10fab239,data/sources/inat/images/201449759/355612514.jpg,inat_201449759,otter-0386,throat,361,164,301,325,900,621,,,2026-07-30T17:22:45+00:00
f555ae565df0,data/sources/inat/images/201596047/355891158.jpg,inat_201596047,otter-0387,throat,401,260,196,178,900,618,,Generated by best.pt; confidence=0.908645,2026-07-30T17:24:16+00:00
16e012c39291,data/sources/inat/images/201596047/355891158.jpg,inat_201596047,otter-0387,whole_body,329,63,445,439,900,618,,Generated by best.pt; confidence=0.857566,2026-07-30T17:24:17+00:00
17fcf72af3d6,data/sources/inat/images/201596047/355891138.jpg,inat_201596047,otter-0387,whole_body,409,104,375,326,900,602,,Generated by best.pt; confidence=0.886271,2026-07-30T17:24:24+00:00
60d0a16ec6f8,data/sources/inat/images/201596047/355891138.jpg,inat_201596047,otter-0387,throat,493,261,192,147,900,602,,Generated by best.pt; confidence=0.776490,2026-07-30T17:24:26+00:00
a39bdca5427e,data/sources/inat/images/201628740/355927471.jpg,inat_201628740,otter-0388,whole_body,92,24,708,412,900,544,,Generated by best.pt; confidence=0.720534,2026-07-30T17:24:55+00:00
7e7ebe3ea310,data/sources/inat/images/201628740/355927471.jpg,inat_201628740,otter-0388,throat,135,134,210,270,900,544,,Generated by best.pt; confidence=0.657637,2026-07-30T17:24:56+00:00
19600f2149aa,data/sources/inat/images/201628741/355927778.jpg,inat_201628741,otter-0224,whole_body,248,112,544,398,900,600,,Generated by best.pt; confidence=0.576500,2026-07-30T17:26:35+00:00
dfaf5b3cf022,data/sources/inat/images/201628741/355927778.jpg,inat_201628741,otter-0224,throat,286,233,238,197,900,600,,Generated by best.pt; confidence=0.389384,2026-07-30T17:26:36+00:00
d7499d410408,data/sources/inat/images/20329477/31392297.jpg,inat_20329477,otter-0389,whole_body,765,546,108,130,1920,1080,,Generated by best.pt; confidence=0.719446,2026-07-30T17:27:33+00:00
433cc7cb7a43,data/sources/inat/images/20329477/31392297.jpg,inat_20329477,otter-0389,throat,784,562,67,105,1920,1080,,Generated by best.pt; confidence=0.440706,2026-07-30T17:27:38+00:00
c7c7055c47d5,data/sources/inat/images/204684600/361823002.jpeg,inat_204684600,otter-0106,whole_body,1039,263,1009,694,2048,1152,,Generated by best.pt; confidence=0.568918,2026-07-30T17:27:57+00:00
50a541a7666b,data/sources/inat/images/204684600/361823002.jpeg,inat_204684600,otter-0106,throat,1115,393,280,334,2048,1152,,Generated by best.pt; confidence=0.452565,2026-07-30T17:27:58+00:00
dc5577ec0e08,data/sources/inat/images/205091219/362586605.jpg,inat_205091219,otter-0221,whole_body,505,173,340,344,1343,897,,Generated by best.pt; confidence=0.946351,2026-07-30T17:28:31+00:00
363c428894b7,data/sources/inat/images/205091219/362586605.jpg,inat_205091219,otter-0221,throat,570,269,203,204,1343,897,,Generated by best.pt; confidence=0.868757,2026-07-30T17:28:33+00:00
9d92169a83fb,data/sources/inat/images/207340652/366742452.jpeg,inat_207340652,otter-0391,whole_body,304,241,266,276,996,762,,Generated by best.pt; confidence=0.941932,2026-07-30T17:29:02+00:00
38f7bc1543d3,data/sources/inat/images/207340652/366742452.jpeg,inat_207340652,otter-0391,throat,360,307,182,188,996,762,,Generated by best.pt; confidence=0.872166,2026-07-30T17:29:03+00:00
fbba8f887a9e,data/sources/inat/images/208089730/368143661.jpg,inat_208089730,otter-0392,whole_body,391,222,235,222,1000,666,,Generated by best.pt; confidence=0.921629,2026-07-30T17:29:22+00:00
b5211c3462d8,data/sources/inat/images/208089730/368143661.jpg,inat_208089730,otter-0392,throat,473,294,136,139,1000,666,,Generated by best.pt; confidence=0.668733,2026-07-30T17:29:24+00:00
b3216b2f0cc9,data/sources/inat/images/208091303/368146143.jpg,inat_208091303,otter-0393,whole_body,20,181,383,316,1000,667,,Generated by best.pt; confidence=0.577070,2026-07-30T17:29:32+00:00
3d643414167d,data/sources/inat/images/208091303/368146143.jpg,inat_208091303,otter-0393,throat,271,193,120,149,1000,667,,,2026-07-30T17:29:47+00:00
1a48225911be,data/sources/inat/images/20869411/32198762.jpeg,inat_20869411,otter-0394,throat,1073,454,165,300,2048,1536,,Generated by best.pt; confidence=0.837459,2026-07-30T17:29:57+00:00
2a33ae11e51f,data/sources/inat/images/20869411/32198762.jpeg,inat_20869411,otter-0394,whole_body,988,380,335,420,2048,1536,,Generated by best.pt; confidence=0.766035,2026-07-30T17:29:59+00:00
d4f373d2022a,data/sources/inat/images/209449478/370648645.jpg,inat_209449478,otter-0395,whole_body,124,195,58,82,1000,396,,Generated by best.pt; confidence=0.839218,2026-07-30T17:30:57+00:00
0d9bc182b3a0,data/sources/inat/images/209449478/370648645.jpg,inat_209449478,otter-0395,throat,137,210,39,60,1000,396,,Generated by best.pt; confidence=0.634794,2026-07-30T17:30:59+00:00
c89affa10711,data/sources/inat/images/209449478/370648645.jpg,inat_209449478,otter-0396,whole_body,412,206,69,69,1000,396,,Generated by best.pt; confidence=0.736746,2026-07-30T17:31:04+00:00
eba0d96b9e5d,data/sources/inat/images/209449478/370648645.jpg,inat_209449478,otter-0396,throat,431,228,36,43,1000,396,,Generated by best.pt; confidence=0.394184,2026-07-30T17:31:05+00:00
4d4259b16ae7,data/sources/inat/images/213987344/378193693.jpeg,inat_213987344,otter-0397,whole_body,681,631,655,756,2048,1796,,Generated by best.pt; confidence=0.955052,2026-07-30T17:31:55+00:00
6867bc11cf07,data/sources/inat/images/213987344/378193693.jpeg,inat_213987344,otter-0397,throat,840,890,306,440,2048,1796,,Generated by best.pt; confidence=0.792293,2026-07-30T17:31:56+00:00
500f3a3461d1,data/sources/inat/images/213987344/378193790.jpeg,inat_213987344,otter-0219,whole_body,1002,730,373,407,2048,1309,,Generated by best.pt; confidence=0.908210,2026-07-30T17:32:24+00:00
b50386e4ad6c,data/sources/inat/images/213987344/378193790.jpeg,inat_213987344,otter-0219,throat,1103,805,215,314,2048,1309,,Generated by best.pt; confidence=0.772228,2026-07-30T17:32:26+00:00
4d01e3555b3b,data/sources/inat/images/216574960/483874615.jpg,inat_216574960,otter-0398,whole_body,1005,583,226,297,2048,1377,,Generated by best.pt; confidence=0.838920,2026-07-30T17:33:56+00:00
f187d618f7d2,data/sources/inat/images/216574960/483874615.jpg,inat_216574960,otter-0398,throat,1071,651,116,179,2048,1377,,Generated by best.pt; confidence=0.468156,2026-07-30T17:33:57+00:00
c2436177bfcb,data/sources/inat/images/217765573/385272954.jpg,inat_217765573,otter-0399,whole_body,652,383,171,286,1527,946,,,2026-07-30T17:34:20+00:00
ec684cef0a79,data/sources/inat/images/217765573/385272954.jpg,inat_217765573,otter-0399,throat,693,446,104,174,1527,946,,,2026-07-30T17:34:29+00:00
13b62baba6a9,data/sources/inat/images/218030926/385779679.jpeg,inat_218030926,otter-0216,whole_body,575,1069,530,570,1536,2048,,Generated by best.pt; confidence=0.951455,2026-07-30T17:35:18+00:00
7e620722bbd8,data/sources/inat/images/218030926/385779679.jpeg,inat_218030926,otter-0216,throat,728,1312,300,294,1536,2048,,Generated by best.pt; confidence=0.929050,2026-07-30T17:35:20+00:00
7112ea630dc6,data/sources/inat/images/233039753/414102800.jpeg,inat_233039753,otter-0400,whole_body,273,751,1093,377,2048,1536,,Generated by best.pt; confidence=0.459001,2026-07-30T20:15:34+00:00
c6436a54578e,data/sources/inat/images/233039753/414102800.jpeg,inat_233039753,otter-0400,throat,1137,877,190,193,2048,1536,,Generated by best.pt; confidence=0.946447,2026-07-30T20:15:35+00:00
3b034bff1e3e,data/sources/inat/images/233039753/414102802.jpeg,inat_233039753,otter-0400,throat,976,887,265,298,2048,1536,,Generated by best.pt; confidence=0.745255,2026-07-30T20:15:54+00:00
a342efecebf5,data/sources/inat/images/233039753/414102802.jpeg,inat_233039753,otter-0400,whole_body,143,731,1164,558,2048,1536,,Generated by best.pt; confidence=0.627847,2026-07-30T20:15:56+00:00
e7771a55892a,data/sources/inat/images/233039753/414102814.jpeg,inat_233039753,otter-0014,whole_body,1007,793,895,563,2048,1536,,Generated by best.pt; confidence=0.912110,2026-07-30T20:16:35+00:00
fa0396868719,data/sources/inat/images/233039753/414102814.jpeg,inat_233039753,otter-0014,throat,1058,925,291,335,2048,1536,,Generated by best.pt; confidence=0.915918,2026-07-30T20:16:39+00:00
7a40a306c175,data/sources/inat/images/233039753/414102816.jpeg,inat_233039753,otter-0014,whole_body,944,763,1007,525,2048,1536,,Generated by best.pt; confidence=0.512384,2026-07-30T20:16:50+00:00
960dbeaae001,data/sources/inat/images/233039753/414102816.jpeg,inat_233039753,otter-0014,throat,1014,909,289,294,2048,1536,,Generated by best.pt; confidence=0.461842,2026-07-30T20:16:52+00:00
a712d4665b23,data/sources/inat/images/238273459/424180654.jpeg,inat_238273459,otter-0402,whole_body,766,190,1282,824,2048,1365,,Generated by best.pt; confidence=0.929533,2026-07-30T20:19:31+00:00
ff22d8c143a3,data/sources/inat/images/238273459/424180654.jpeg,inat_238273459,otter-0402,throat,847,485,389,384,2048,1365,,Generated by best.pt; confidence=0.801432,2026-07-30T20:19:32+00:00
0a55b56d9c0c,data/sources/inat/images/238889540/425362727.jpg,inat_238889540,otter-0403,throat,910,310,256,281,2048,861,,Generated by best.pt; confidence=0.401523,2026-07-30T20:20:20+00:00
bd674278244e,data/sources/inat/images/238889540/425362727.jpg,inat_238889540,otter-0403,whole_body,123,229,1111,465,2048,861,,,2026-07-30T20:20:28+00:00
0575b887f942,data/sources/inat/images/239162647/425904164.jpeg,inat_239162647,otter-0404,whole_body,59,520,1450,797,1536,2048,,Generated by best.pt; confidence=0.373635,2026-07-30T20:20:57+00:00
c377c729dc03,data/sources/inat/images/239162647/425904164.jpeg,inat_239162647,otter-0404,throat,118,722,488,483,1536,2048,,Generated by best.pt; confidence=0.767720,2026-07-30T20:20:58+00:00
eca738b31c7c,data/sources/inat/images/240140867/427791955.jpeg,inat_240140867,otter-0405,whole_body,457,187,1385,1368,2048,1754,,Generated by best.pt; confidence=0.788305,2026-07-30T20:21:59+00:00
74bb6082988f,data/sources/inat/images/240140867/427791955.jpeg,inat_240140867,otter-0405,throat,482,790,1135,634,2048,1754,,,2026-07-30T20:22:22+00:00
a624ed84f25c,data/sources/inat/images/240382088/428255748.jpeg,inat_240382088,otter-0406,whole_body,379,296,1347,972,2048,1366,,Generated by best.pt; confidence=0.943842,2026-07-30T20:22:33+00:00
6017282af88c,data/sources/inat/images/240382088/428255748.jpeg,inat_240382088,otter-0406,throat,498,554,318,249,2048,1366,,Generated by best.pt; confidence=0.423478,2026-07-30T20:22:34+00:00
401feaa3d259,data/sources/inat/images/241565883/430543578.jpeg,inat_241565883,otter-0407,throat,342,801,390,303,2048,1535,,Generated by best.pt; confidence=0.344590,2026-07-30T20:23:17+00:00
cc6042c07abf,data/sources/inat/images/241565883/430543578.jpeg,inat_241565883,otter-0407,whole_body,224,513,1511,757,2048,1535,,,2026-07-30T20:23:22+00:00
b200fc10fa00,data/sources/inat/images/242380867/432110605.jpeg,inat_242380867,otter-0408,throat,637,1343,139,195,1391,1847,,Generated by best.pt; confidence=0.877459,2026-07-30T20:23:47+00:00
68d97c2a6071,data/sources/inat/images/242380867/432110605.jpeg,inat_242380867,otter-0408,whole_body,601,1291,223,280,1391,1847,,,2026-07-30T20:24:02+00:00
ebce0803bab1,data/sources/inat/images/243611372/434415172.jpg,inat_243611372,otter-0409,whole_body,480,431,1113,586,2048,1536,,Generated by best.pt; confidence=0.928855,2026-07-30T20:24:53+00:00
c49038d172db,data/sources/inat/images/243611372/434415172.jpg,inat_243611372,otter-0409,throat,587,516,177,314,2048,1536,,Generated by best.pt; confidence=0.582302,2026-07-30T20:24:55+00:00
97a7d027114c,data/sources/inat/images/245087936/437281066.jpg,inat_245087936,otter-0410,throat,364,343,295,233,1024,829,,Generated by best.pt; confidence=0.789004,2026-07-30T20:26:02+00:00
36fe73a57c2e,data/sources/inat/images/245087936/437281066.jpg,inat_245087936,otter-0410,whole_body,269,168,543,443,1024,829,,Generated by best.pt; confidence=0.439321,2026-07-30T20:26:03+00:00
86e284d74abb,data/sources/inat/images/246485996/440037088.jpg,inat_246485996,otter-1509,whole_body,202,196,585,223,1024,590,,Generated by best.pt; confidence=0.931865,2026-07-30T20:26:40+00:00
6c109f9d0cc7,data/sources/inat/images/246485996/440037088.jpg,inat_246485996,otter-1509,throat,265,273,80,109,1024,590,,Generated by best.pt; confidence=0.948409,2026-07-30T20:26:41+00:00
b392533f7af3,data/sources/inat/images/246485996/440037089.jpg,inat_246485996,otter-1509,whole_body,273,177,536,273,1024,612,,Generated by best.pt; confidence=0.641789,2026-07-30T20:27:12+00:00
5829e9bec588,data/sources/inat/images/246485996/440037089.jpg,inat_246485996,otter-1509,throat,311,325,130,99,1024,612,,,2026-07-30T20:27:26+00:00
70ed70cbc963,data/sources/inat/images/246485996/440037098.jpg,inat_246485996,otter-1509,whole_body,214,186,548,412,1024,777,,Generated by best.pt; confidence=0.900335,2026-07-30T20:27:36+00:00
36a510b6781e,data/sources/inat/images/246485996/440037098.jpg,inat_246485996,otter-1509,throat,236,253,144,211,1024,777,,Generated by best.pt; confidence=0.932557,2026-07-30T20:27:37+00:00
6f742bf711a6,data/sources/inat/images/247370906/441795625.jpeg,inat_247370906,otter-0411,throat,814,568,116,250,2048,1365,,Generated by best.pt; confidence=0.473618,2026-07-30T20:29:29+00:00
efcd2feef773,data/sources/inat/images/247370906/441795625.jpeg,inat_247370906,otter-0411,whole_body,737,499,277,381,2048,1365,,,2026-07-30T20:29:38+00:00
046a96003207,data/sources/inat/images/247372863/441799250.jpeg,inat_247372863,otter-0194,whole_body,790,508,346,389,2048,1365,,Generated by best.pt; confidence=0.593882,2026-07-30T20:30:15+00:00
9c4dc68649f9,data/sources/inat/images/247372863/441799250.jpeg,inat_247372863,otter-0194,throat,828,595,240,277,2048,1365,,Generated by best.pt; confidence=0.703547,2026-07-30T20:30:16+00:00
ca518a150f93,data/sources/inat/images/247372863/441799297.jpeg,inat_247372863,otter-0194,whole_body,171,559,1147,728,2048,1365,,,2026-07-30T20:30:43+00:00
523fa94db57f,data/sources/inat/images/247649417/442346187.jpg,inat_247649417,otter-0412,whole_body,205,513,1025,677,1678,1679,,Generated by best.pt; confidence=0.710032,2026-07-30T20:31:57+00:00
a7b292b4b7b8,data/sources/inat/images/247649417/442346187.jpg,inat_247649417,otter-0412,throat,420,726,480,424,1678,1679,,,2026-07-30T20:32:07+00:00
e035b362d410,data/sources/inat/images/247977662/442992219.jpg,inat_247977662,otter-0413,throat,644,224,75,89,1024,496,,Generated by best.pt; confidence=0.583250,2026-07-30T20:32:24+00:00
bd52e6a41672,data/sources/inat/images/247977662/442992219.jpg,inat_247977662,otter-0413,whole_body,630,192,218,142,1024,496,,Generated by best.pt; confidence=0.843312,2026-07-30T20:32:31+00:00
71dfbcf36dd9,data/sources/inat/images/248336480/443695974.jpg,inat_248336480,otter-0414,whole_body,952,197,723,988,2048,1365,,Generated by best.pt; confidence=0.336029,2026-07-30T20:32:48+00:00
ebe4a61152fe,data/sources/inat/images/248336480/443695974.jpg,inat_248336480,otter-0414,throat,1031,334,392,813,2048,1365,,Generated by best.pt; confidence=0.304394,2026-07-30T20:32:50+00:00
3865081debf9,data/sources/inat/images/248363811/443747719.jpg,inat_248363811,otter-0400,whole_body,381,202,1176,960,2048,1365,,Generated by best.pt; confidence=0.915161,2026-07-30T20:33:24+00:00
55bb3e0d075e,data/sources/inat/images/248363811/443747719.jpg,inat_248363811,otter-0400,throat,1108,754,407,272,2048,1365,,,2026-07-30T20:33:33+00:00
7f5e12d6e0e0,data/sources/inat/images/248363811/443747766.jpg,inat_248363811,otter-0400,whole_body,564,145,1201,1103,2048,1365,,Generated by best.pt; confidence=0.743128,2026-07-30T20:33:42+00:00
97434ee4a76d,data/sources/inat/images/248363811/443747766.jpg,inat_248363811,otter-0400,throat,1332,875,332,202,2048,1365,,,2026-07-30T20:34:05+00:00
92be1df56add,data/sources/inat/images/2486062/2787003.jpg,inat_2486062,otter-0416,whole_body,79,89,1101,1247,2048,1365,,Generated by best.pt; confidence=0.811656,2026-07-30T20:34:12+00:00
1c781e9b35bf,data/sources/inat/images/2486062/2787003.jpg,inat_2486062,otter-0416,throat,516,386,561,945,2048,1365,,,2026-07-30T20:34:24+00:00
7967e96ea94f,data/sources/inat/images/2486074/2787015.jpg,inat_2486074,otter-0417,whole_body,29,68,670,877,1504,994,,Generated by best.pt; confidence=0.664355,2026-07-30T20:34:45+00:00
a075fe17e765,data/sources/inat/images/2486074/2787015.jpg,inat_2486074,otter-0417,throat,140,182,458,805,1504,994,,,2026-07-30T20:34:56+00:00
f1b07ff9a362,data/sources/inat/images/2486107/2787061.jpg,inat_2486107,otter-0192,throat,1484,550,163,235,2048,1369,,Generated by best.pt; confidence=0.796629,2026-07-30T20:35:05+00:00
ec27b297e381,data/sources/inat/images/2486107/2787061.jpg,inat_2486107,otter-0192,whole_body,1365,437,669,496,2048,1369,,Generated by best.pt; confidence=0.861311,2026-07-30T20:35:06+00:00
2da1121a6aeb,data/sources/inat/images/250167156/447345237.jpeg,inat_250167156,otter-0418,whole_body,445,22,1053,643,1600,1200,,Generated by best.pt; confidence=0.865993,2026-07-30T20:35:30+00:00
d6071dcc4386,data/sources/inat/images/250167156/447345237.jpeg,inat_250167156,otter-0418,throat,555,256,286,333,1600,1200,,,2026-07-30T20:35:38+00:00
62c4fa1be549,data/sources/inat/images/250727165/448482902.jpeg,inat_250727165,otter-0419,whole_body,425,335,380,390,1281,1019,,Generated by best.pt; confidence=0.959444,2026-07-30T20:35:50+00:00
0a3a62b25b95,data/sources/inat/images/250727165/448482902.jpeg,inat_250727165,otter-0419,throat,488,423,192,278,1281,1019,,Generated by best.pt; confidence=0.650426,2026-07-30T20:35:52+00:00
0877476f821d,data/sources/inat/images/25111231/38864730.jpeg,inat_25111231,otter-0420,whole_body,1207,793,267,258,2048,1365,,,2026-07-30T20:36:14+00:00
61ff49549e2c,data/sources/inat/images/25111231/38864730.jpeg,inat_25111231,otter-0420,throat,1263,826,89,123,2048,1365,,,2026-07-30T20:36:27+00:00
4f3cdf7288e0,data/sources/inat/images/252177091/451375477.jpeg,inat_252177091,otter-0421,whole_body,1100,273,897,694,2048,1365,,Generated by best.pt; confidence=0.936766,2026-07-30T20:36:42+00:00
22f741a3059b,data/sources/inat/images/252177091/451375477.jpeg,inat_252177091,otter-0421,throat,1178,477,222,288,2048,1365,,Generated by best.pt; confidence=0.645365,2026-07-30T20:36:43+00:00
59ba06465e26,data/sources/inat/images/253689829/454288482.jpg,inat_253689829,otter-0422,whole_body,145,424,1032,712,2048,1536,,Generated by best.pt; confidence=0.733073,2026-07-30T20:37:18+00:00
392b6287bc59,data/sources/inat/images/253689829/454288482.jpg,inat_253689829,otter-0422,throat,619,688,477,375,2048,1536,,Generated by best.pt; confidence=0.808386,2026-07-30T20:37:20+00:00
ece236ede39e,data/sources/inat/images/254187696/455242559.jpeg,inat_254187696,otter-0423,whole_body,609,426,692,776,2048,1363,,Generated by best.pt; confidence=0.955259,2026-07-30T20:40:55+00:00
678f38007126,data/sources/inat/images/254187696/455242559.jpeg,inat_254187696,otter-0423,throat,786,696,360,506,2048,1363,,Generated by best.pt; confidence=0.863584,2026-07-30T20:40:58+00:00
faf1dcb2a0aa,data/sources/inat/images/254261910/455391580.jpg,inat_254261910,otter-0424,throat,1028,547,199,255,2048,1536,,Generated by best.pt; confidence=0.506229,2026-07-30T20:41:15+00:00
0fa009c2b6ee,data/sources/inat/images/254261910/455391580.jpg,inat_254261910,otter-0424,whole_body,971,489,306,364,2048,1536,,,2026-07-30T20:41:23+00:00
f6d8efe5b033,data/sources/inat/images/254286310/455442639.jpg,inat_254286310,otter-0425,whole_body,445,273,154,166,985,622,,Generated by best.pt; confidence=0.854921,2026-07-30T20:42:05+00:00
7e7aa61820fe,data/sources/inat/images/254286310/455442639.jpg,inat_254286310,otter-0425,throat,468,315,87,109,985,622,,Generated by best.pt; confidence=0.474353,2026-07-30T20:42:07+00:00
312e67db6a11,data/sources/inat/images/254315916/455488846.jpeg,inat_254315916,otter-0426,throat,1149,653,156,260,2048,1536,,Generated by best.pt; confidence=0.632846,2026-07-30T20:42:17+00:00
c50bc00912eb,data/sources/inat/images/254315916/455488846.jpeg,inat_254315916,otter-0426,whole_body,1091,593,318,338,2048,1536,,Generated by best.pt; confidence=0.444043,2026-07-30T20:42:21+00:00
283bffb92365,data/sources/inat/images/256483116/459872915.jpg,inat_256483116,otter-0427,whole_body,422,115,110,119,1000,339,,Generated by best.pt; confidence=0.831590,2026-07-30T20:43:06+00:00
5b47d35ae6d7,data/sources/inat/images/256483116/459872915.jpg,inat_256483116,otter-0427,throat,450,138,57,80,1000,339,,Generated by best.pt; confidence=0.532230,2026-07-30T20:43:09+00:00
74e18e021476,data/sources/inat/images/256483116/459872915.jpg,inat_256483116,otter-0428,throat,202,113,46,82,1000,339,,Generated by best.pt; confidence=0.707759,2026-07-30T20:43:20+00:00
9e8ee30146dd,data/sources/inat/images/256483116/459872915.jpg,inat_256483116,otter-0428,whole_body,0,74,266,158,1000,339,,Generated by best.pt; confidence=0.693799,2026-07-30T20:43:26+00:00
71dba2601e5d,data/sources/inat/images/257395216/461724360.jpg,inat_257395216,otter-0429,whole_body,445,535,354,413,2048,1365,,Generated by best.pt; confidence=0.907780,2026-07-30T20:43:37+00:00
276c163fb181,data/sources/inat/images/257395216/461724360.jpg,inat_257395216,otter-0429,throat,537,643,194,274,2048,1365,,Generated by best.pt; confidence=0.874003,2026-07-30T20:43:38+00:00
7f8c3b2392b1,data/sources/inat/images/259673364/466189760.jpeg,inat_259673364,otter-0430,throat,948,477,227,264,2048,1365,,Generated by best.pt; confidence=0.830896,2026-07-30T20:44:14+00:00
fb859931c7cb,data/sources/inat/images/259673364/466189760.jpeg,inat_259673364,otter-0430,whole_body,838,376,380,395,2048,1365,,Generated by best.pt; confidence=0.767312,2026-07-30T20:44:15+00:00
79225d813ddb,data/sources/inat/images/259895815/466613877.jpg,inat_259895815,otter-0431,throat,885,267,366,369,2048,1365,,Generated by best.pt; confidence=0.724354,2026-07-30T20:44:25+00:00
80337b36596a,data/sources/inat/images/259895815/466613877.jpg,inat_259895815,otter-0431,whole_body,853,63,451,640,2048,1365,,Generated by best.pt; confidence=0.434561,2026-07-30T20:44:27+00:00
6b2b891ea53b,data/sources/inat/images/259897883/466630870.jpg,inat_259897883,otter-0432,throat,847,821,141,209,2048,1647,,Generated by best.pt; confidence=0.670583,2026-07-30T20:44:35+00:00
8904f6798ff9,data/sources/inat/images/259897883/466630870.jpg,inat_259897883,otter-0432,whole_body,788,716,337,354,2048,1647,,Generated by best.pt; confidence=0.409285,2026-07-30T20:44:51+00:00
9eb5326014b2,data/sources/inat/images/260159322/467151569.jpeg,inat_260159322,otter-0433,whole_body,385,516,125,128,1936,1288,,Generated by best.pt; confidence=0.764376,2026-07-30T20:45:10+00:00
d50bcd4452e9,data/sources/inat/images/260159322/467151569.jpeg,inat_260159322,otter-0433,throat,408,546,78,95,1936,1288,,Generated by best.pt; confidence=0.448158,2026-07-30T20:45:12+00:00
cc2fddfd0e7c,data/sources/inat/images/260193097/467199167.png,inat_260193097,otter-k023,whole_body,950,349,543,488,1500,1125,,Generated by best.pt; confidence=0.668897,2026-07-30T20:45:23+00:00
80ac47431f3f,data/sources/inat/images/260193097/467199167.png,inat_260193097,otter-k023,throat,1023,450,148,233,1500,1125,,Generated by best.pt; confidence=0.874072,2026-07-30T20:45:29+00:00
2b14d663b470,data/sources/inat/images/260193097/467199167.png,inat_260193097,otter-k015,whole_body,427,381,240,491,1500,1125,,,2026-07-30T20:46:02+00:00
a4c9e2295c96,data/sources/inat/images/260956108/468730642.jpeg,inat_260956108,otter-0436,whole_body,738,197,287,250,2048,1152,,Generated by best.pt; confidence=0.426293,2026-07-30T20:47:02+00:00
9e75df47164a,data/sources/inat/images/260956108/468730642.jpeg,inat_260956108,otter-0436,throat,926,246,67,121,2048,1152,,Generated by best.pt; confidence=0.739319,2026-07-30T20:47:05+00:00
840f2e177128,data/sources/inat/images/261409087/469627463.jpg,inat_261409087,otter-0437,whole_body,510,565,930,606,2048,1365,,Generated by best.pt; confidence=0.935292,2026-07-30T20:47:30+00:00
9683972a119b,data/sources/inat/images/261409087/469627463.jpg,inat_261409087,otter-0437,throat,928,870,416,252,2048,1365,,Generated by best.pt; confidence=0.459015,2026-07-30T20:47:31+00:00
cd078e3bef5f,data/sources/inat/images/262299263/471237291.jpeg,inat_262299263,otter-0438,throat,1028,1063,232,206,2048,1536,,Generated by best.pt; confidence=0.499492,2026-07-30T20:48:00+00:00
279b41989263,data/sources/inat/images/262299263/471237291.jpeg,inat_262299263,otter-0438,whole_body,795,969,504,306,2048,1536,,,2026-07-30T20:48:06+00:00
7a6bd845b810,data/sources/inat/images/263320538/473030071.jpg,inat_263320538,otter-0439,whole_body,388,88,1128,1275,1536,2048,,Generated by best.pt; confidence=0.938998,2026-07-30T20:48:53+00:00
64160645ccf7,data/sources/inat/images/263320538/473030071.jpg,inat_263320538,otter-0439,throat,506,423,793,882,1536,2048,,,2026-07-30T20:49:05+00:00
